"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	4866
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	4437
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	4857
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	4706
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	4838
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	4803
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	5292
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	5215
	"Alabama"	"01"	"2003"	"2003"	"September"	"9"	5321
	"Alabama"	"01"	"2003"	"2003"	"October"	"10"	5211
	"Alabama"	"01"	"2003"	"2003"	"November"	"11"	4727
	"Alabama"	"01"	"2003"	"2003"	"December"	"12"	5279
	"Alabama"	"01"	"2004"	"2004"	"January"	"1"	4816
	"Alabama"	"01"	"2004"	"2004"	"February"	"2"	4477
	"Alabama"	"01"	"2004"	"2004"	"March"	"3"	4907
	"Alabama"	"01"	"2004"	"2004"	"April"	"4"	4669
	"Alabama"	"01"	"2004"	"2004"	"May"	"5"	4771
	"Alabama"	"01"	"2004"	"2004"	"June"	"6"	4938
	"Alabama"	"01"	"2004"	"2004"	"July"	"7"	5132
	"Alabama"	"01"	"2004"	"2004"	"August"	"8"	5131
	"Alabama"	"01"	"2004"	"2004"	"September"	"9"	5243
	"Alabama"	"01"	"2004"	"2004"	"October"	"10"	5061
	"Alabama"	"01"	"2004"	"2004"	"November"	"11"	5107
	"Alabama"	"01"	"2004"	"2004"	"December"	"12"	5258
	"Alabama"	"01"	"2005"	"2005"	"January"	"1"	4956
	"Alabama"	"01"	"2005"	"2005"	"February"	"2"	4478
	"Alabama"	"01"	"2005"	"2005"	"March"	"3"	4953
	"Alabama"	"01"	"2005"	"2005"	"April"	"4"	4677
	"Alabama"	"01"	"2005"	"2005"	"May"	"5"	4905
	"Alabama"	"01"	"2005"	"2005"	"June"	"6"	5177
	"Alabama"	"01"	"2005"	"2005"	"July"	"7"	5108
	"Alabama"	"01"	"2005"	"2005"	"August"	"8"	5421
	"Alabama"	"01"	"2005"	"2005"	"September"	"9"	5351
	"Alabama"	"01"	"2005"	"2005"	"October"	"10"	5043
	"Alabama"	"01"	"2005"	"2005"	"November"	"11"	5128
	"Alabama"	"01"	"2005"	"2005"	"December"	"12"	5256
	"Alabama"	"01"	"2006"	"2006"	"January"	"1"	5076
	"Alabama"	"01"	"2006"	"2006"	"February"	"2"	4796
	"Alabama"	"01"	"2006"	"2006"	"March"	"3"	5238
	"Alabama"	"01"	"2006"	"2006"	"April"	"4"	4765
	"Alabama"	"01"	"2006"	"2006"	"May"	"5"	5072
	"Alabama"	"01"	"2006"	"2006"	"June"	"6"	5092
	"Alabama"	"01"	"2006"	"2006"	"July"	"7"	5376
	"Alabama"	"01"	"2006"	"2006"	"August"	"8"	5880
	"Alabama"	"01"	"2006"	"2006"	"September"	"9"	5503
	"Alabama"	"01"	"2006"	"2006"	"October"	"10"	5512
	"Alabama"	"01"	"2006"	"2006"	"November"	"11"	5465
	"Alabama"	"01"	"2006"	"2006"	"December"	"12"	5457
	"Alaska"	"02"	"2003"	"2003"	"January"	"1"	831
	"Alaska"	"02"	"2003"	"2003"	"February"	"2"	757
	"Alaska"	"02"	"2003"	"2003"	"March"	"3"	876
	"Alaska"	"02"	"2003"	"2003"	"April"	"4"	831
	"Alaska"	"02"	"2003"	"2003"	"May"	"5"	821
	"Alaska"	"02"	"2003"	"2003"	"June"	"6"	841
	"Alaska"	"02"	"2003"	"2003"	"July"	"7"	892
	"Alaska"	"02"	"2003"	"2003"	"August"	"8"	908
	"Alaska"	"02"	"2003"	"2003"	"September"	"9"	895
	"Alaska"	"02"	"2003"	"2003"	"October"	"10"	822
	"Alaska"	"02"	"2003"	"2003"	"November"	"11"	780
	"Alaska"	"02"	"2003"	"2003"	"December"	"12"	832
	"Alaska"	"02"	"2004"	"2004"	"January"	"1"	841
	"Alaska"	"02"	"2004"	"2004"	"February"	"2"	805
	"Alaska"	"02"	"2004"	"2004"	"March"	"3"	945
	"Alaska"	"02"	"2004"	"2004"	"April"	"4"	811
	"Alaska"	"02"	"2004"	"2004"	"May"	"5"	875
	"Alaska"	"02"	"2004"	"2004"	"June"	"6"	887
	"Alaska"	"02"	"2004"	"2004"	"July"	"7"	863
	"Alaska"	"02"	"2004"	"2004"	"August"	"8"	872
	"Alaska"	"02"	"2004"	"2004"	"September"	"9"	858
	"Alaska"	"02"	"2004"	"2004"	"October"	"10"	870
	"Alaska"	"02"	"2004"	"2004"	"November"	"11"	807
	"Alaska"	"02"	"2004"	"2004"	"December"	"12"	904
	"Alaska"	"02"	"2005"	"2005"	"January"	"1"	812
	"Alaska"	"02"	"2005"	"2005"	"February"	"2"	765
	"Alaska"	"02"	"2005"	"2005"	"March"	"3"	973
	"Alaska"	"02"	"2005"	"2005"	"April"	"4"	854
	"Alaska"	"02"	"2005"	"2005"	"May"	"5"	862
	"Alaska"	"02"	"2005"	"2005"	"June"	"6"	921
	"Alaska"	"02"	"2005"	"2005"	"July"	"7"	866
	"Alaska"	"02"	"2005"	"2005"	"August"	"8"	896
	"Alaska"	"02"	"2005"	"2005"	"September"	"9"	877
	"Alaska"	"02"	"2005"	"2005"	"October"	"10"	844
	"Alaska"	"02"	"2005"	"2005"	"November"	"11"	886
	"Alaska"	"02"	"2005"	"2005"	"December"	"12"	903
	"Alaska"	"02"	"2006"	"2006"	"January"	"1"	821
	"Alaska"	"02"	"2006"	"2006"	"February"	"2"	837
	"Alaska"	"02"	"2006"	"2006"	"March"	"3"	906
	"Alaska"	"02"	"2006"	"2006"	"April"	"4"	912
	"Alaska"	"02"	"2006"	"2006"	"May"	"5"	967
	"Alaska"	"02"	"2006"	"2006"	"June"	"6"	917
	"Alaska"	"02"	"2006"	"2006"	"July"	"7"	957
	"Alaska"	"02"	"2006"	"2006"	"August"	"8"	1044
	"Alaska"	"02"	"2006"	"2006"	"September"	"9"	993
	"Alaska"	"02"	"2006"	"2006"	"October"	"10"	892
	"Alaska"	"02"	"2006"	"2006"	"November"	"11"	892
	"Alaska"	"02"	"2006"	"2006"	"December"	"12"	858
	"Arizona"	"04"	"2003"	"2003"	"January"	"1"	7544
	"Arizona"	"04"	"2003"	"2003"	"February"	"2"	6851
	"Arizona"	"04"	"2003"	"2003"	"March"	"3"	7300
	"Arizona"	"04"	"2003"	"2003"	"April"	"4"	7134
	"Arizona"	"04"	"2003"	"2003"	"May"	"5"	7385
	"Arizona"	"04"	"2003"	"2003"	"June"	"6"	7113
	"Arizona"	"04"	"2003"	"2003"	"July"	"7"	7947
	"Arizona"	"04"	"2003"	"2003"	"August"	"8"	8227
	"Arizona"	"04"	"2003"	"2003"	"September"	"9"	8222
	"Arizona"	"04"	"2003"	"2003"	"October"	"10"	8079
	"Arizona"	"04"	"2003"	"2003"	"November"	"11"	7235
	"Arizona"	"04"	"2003"	"2003"	"December"	"12"	7930
	"Arizona"	"04"	"2004"	"2004"	"January"	"1"	7594
	"Arizona"	"04"	"2004"	"2004"	"February"	"2"	7207
	"Arizona"	"04"	"2004"	"2004"	"March"	"3"	7777
	"Arizona"	"04"	"2004"	"2004"	"April"	"4"	7220
	"Arizona"	"04"	"2004"	"2004"	"May"	"5"	7258
	"Arizona"	"04"	"2004"	"2004"	"June"	"6"	7333
	"Arizona"	"04"	"2004"	"2004"	"July"	"7"	8025
	"Arizona"	"04"	"2004"	"2004"	"August"	"8"	8206
	"Arizona"	"04"	"2004"	"2004"	"September"	"9"	8600
	"Arizona"	"04"	"2004"	"2004"	"October"	"10"	8365
	"Arizona"	"04"	"2004"	"2004"	"November"	"11"	8029
	"Arizona"	"04"	"2004"	"2004"	"December"	"12"	8049
	"Arizona"	"04"	"2005"	"2005"	"January"	"1"	7728
	"Arizona"	"04"	"2005"	"2005"	"February"	"2"	7165
	"Arizona"	"04"	"2005"	"2005"	"March"	"3"	7978
	"Arizona"	"04"	"2005"	"2005"	"April"	"4"	7532
	"Arizona"	"04"	"2005"	"2005"	"May"	"5"	7615
	"Arizona"	"04"	"2005"	"2005"	"June"	"6"	7827
	"Arizona"	"04"	"2005"	"2005"	"July"	"7"	8317
	"Arizona"	"04"	"2005"	"2005"	"August"	"8"	8793
	"Arizona"	"04"	"2005"	"2005"	"September"	"9"	8764
	"Arizona"	"04"	"2005"	"2005"	"October"	"10"	8098
	"Arizona"	"04"	"2005"	"2005"	"November"	"11"	7966
	"Arizona"	"04"	"2005"	"2005"	"December"	"12"	8416
	"Arizona"	"04"	"2006"	"2006"	"January"	"1"	8105
	"Arizona"	"04"	"2006"	"2006"	"February"	"2"	7648
	"Arizona"	"04"	"2006"	"2006"	"March"	"3"	8384
	"Arizona"	"04"	"2006"	"2006"	"April"	"4"	7736
	"Arizona"	"04"	"2006"	"2006"	"May"	"5"	8131
	"Arizona"	"04"	"2006"	"2006"	"June"	"6"	8331
	"Arizona"	"04"	"2006"	"2006"	"July"	"7"	8938
	"Arizona"	"04"	"2006"	"2006"	"August"	"8"	9281
	"Arizona"	"04"	"2006"	"2006"	"September"	"9"	9220
	"Arizona"	"04"	"2006"	"2006"	"October"	"10"	9193
	"Arizona"	"04"	"2006"	"2006"	"November"	"11"	8660
	"Arizona"	"04"	"2006"	"2006"	"December"	"12"	8802
	"Arkansas"	"05"	"2003"	"2003"	"January"	"1"	3065
	"Arkansas"	"05"	"2003"	"2003"	"February"	"2"	2824
	"Arkansas"	"05"	"2003"	"2003"	"March"	"3"	3064
	"Arkansas"	"05"	"2003"	"2003"	"April"	"4"	3124
	"Arkansas"	"05"	"2003"	"2003"	"May"	"5"	3048
	"Arkansas"	"05"	"2003"	"2003"	"June"	"6"	3094
	"Arkansas"	"05"	"2003"	"2003"	"July"	"7"	3335
	"Arkansas"	"05"	"2003"	"2003"	"August"	"8"	3345
	"Arkansas"	"05"	"2003"	"2003"	"September"	"9"	3291
	"Arkansas"	"05"	"2003"	"2003"	"October"	"10"	3256
	"Arkansas"	"05"	"2003"	"2003"	"November"	"11"	2979
	"Arkansas"	"05"	"2003"	"2003"	"December"	"12"	3359
	"Arkansas"	"05"	"2004"	"2004"	"January"	"1"	3166
	"Arkansas"	"05"	"2004"	"2004"	"February"	"2"	3016
	"Arkansas"	"05"	"2004"	"2004"	"March"	"3"	3228
	"Arkansas"	"05"	"2004"	"2004"	"April"	"4"	2975
	"Arkansas"	"05"	"2004"	"2004"	"May"	"5"	2974
	"Arkansas"	"05"	"2004"	"2004"	"June"	"6"	3184
	"Arkansas"	"05"	"2004"	"2004"	"July"	"7"	3344
	"Arkansas"	"05"	"2004"	"2004"	"August"	"8"	3346
	"Arkansas"	"05"	"2004"	"2004"	"September"	"9"	3408
	"Arkansas"	"05"	"2004"	"2004"	"October"	"10"	3353
	"Arkansas"	"05"	"2004"	"2004"	"November"	"11"	3205
	"Arkansas"	"05"	"2004"	"2004"	"December"	"12"	3374
	"Arkansas"	"05"	"2005"	"2005"	"January"	"1"	3187
	"Arkansas"	"05"	"2005"	"2005"	"February"	"2"	3027
	"Arkansas"	"05"	"2005"	"2005"	"March"	"3"	3188
	"Arkansas"	"05"	"2005"	"2005"	"April"	"4"	2989
	"Arkansas"	"05"	"2005"	"2005"	"May"	"5"	3294
	"Arkansas"	"05"	"2005"	"2005"	"June"	"6"	3376
	"Arkansas"	"05"	"2005"	"2005"	"July"	"7"	3398
	"Arkansas"	"05"	"2005"	"2005"	"August"	"8"	3442
	"Arkansas"	"05"	"2005"	"2005"	"September"	"9"	3471
	"Arkansas"	"05"	"2005"	"2005"	"October"	"10"	3235
	"Arkansas"	"05"	"2005"	"2005"	"November"	"11"	3192
	"Arkansas"	"05"	"2005"	"2005"	"December"	"12"	3409
	"Arkansas"	"05"	"2006"	"2006"	"January"	"1"	3304
	"Arkansas"	"05"	"2006"	"2006"	"February"	"2"	3019
	"Arkansas"	"05"	"2006"	"2006"	"March"	"3"	3306
	"Arkansas"	"05"	"2006"	"2006"	"April"	"4"	2995
	"Arkansas"	"05"	"2006"	"2006"	"May"	"5"	3291
	"Arkansas"	"05"	"2006"	"2006"	"June"	"6"	3434
	"Arkansas"	"05"	"2006"	"2006"	"July"	"7"	3509
	"Arkansas"	"05"	"2006"	"2006"	"August"	"8"	3861
	"Arkansas"	"05"	"2006"	"2006"	"September"	"9"	3656
	"Arkansas"	"05"	"2006"	"2006"	"October"	"10"	3534
	"Arkansas"	"05"	"2006"	"2006"	"November"	"11"	3534
	"Arkansas"	"05"	"2006"	"2006"	"December"	"12"	3518
	"California"	"06"	"2003"	"2003"	"January"	"1"	44169
	"California"	"06"	"2003"	"2003"	"February"	"2"	40862
	"California"	"06"	"2003"	"2003"	"March"	"3"	44654
	"California"	"06"	"2003"	"2003"	"April"	"4"	43267
	"California"	"06"	"2003"	"2003"	"May"	"5"	46009
	"California"	"06"	"2003"	"2003"	"June"	"6"	44185
	"California"	"06"	"2003"	"2003"	"July"	"7"	47889
	"California"	"06"	"2003"	"2003"	"August"	"8"	47772
	"California"	"06"	"2003"	"2003"	"September"	"9"	47695
	"California"	"06"	"2003"	"2003"	"October"	"10"	46812
	"California"	"06"	"2003"	"2003"	"November"	"11"	42337
	"California"	"06"	"2003"	"2003"	"December"	"12"	45346
	"California"	"06"	"2004"	"2004"	"January"	"1"	44193
	"California"	"06"	"2004"	"2004"	"February"	"2"	41116
	"California"	"06"	"2004"	"2004"	"March"	"3"	44923
	"California"	"06"	"2004"	"2004"	"April"	"4"	43426
	"California"	"06"	"2004"	"2004"	"May"	"5"	43901
	"California"	"06"	"2004"	"2004"	"June"	"6"	44642
	"California"	"06"	"2004"	"2004"	"July"	"7"	47231
	"California"	"06"	"2004"	"2004"	"August"	"8"	47976
	"California"	"06"	"2004"	"2004"	"September"	"9"	48474
	"California"	"06"	"2004"	"2004"	"October"	"10"	47751
	"California"	"06"	"2004"	"2004"	"November"	"11"	45449
	"California"	"06"	"2004"	"2004"	"December"	"12"	45761
	"California"	"06"	"2005"	"2005"	"January"	"1"	44255
	"California"	"06"	"2005"	"2005"	"February"	"2"	40751
	"California"	"06"	"2005"	"2005"	"March"	"3"	45984
	"California"	"06"	"2005"	"2005"	"April"	"4"	43542
	"California"	"06"	"2005"	"2005"	"May"	"5"	44768
	"California"	"06"	"2005"	"2005"	"June"	"6"	45356
	"California"	"06"	"2005"	"2005"	"July"	"7"	47907
	"California"	"06"	"2005"	"2005"	"August"	"8"	49600
	"California"	"06"	"2005"	"2005"	"September"	"9"	49393
	"California"	"06"	"2005"	"2005"	"October"	"10"	46468
	"California"	"06"	"2005"	"2005"	"November"	"11"	44926
	"California"	"06"	"2005"	"2005"	"December"	"12"	45932
	"California"	"06"	"2006"	"2006"	"January"	"1"	44643
	"California"	"06"	"2006"	"2006"	"February"	"2"	41157
	"California"	"06"	"2006"	"2006"	"March"	"3"	46742
	"California"	"06"	"2006"	"2006"	"April"	"4"	42898
	"California"	"06"	"2006"	"2006"	"May"	"5"	46445
	"California"	"06"	"2006"	"2006"	"June"	"6"	47082
	"California"	"06"	"2006"	"2006"	"July"	"7"	49031
	"California"	"06"	"2006"	"2006"	"August"	"8"	50756
	"California"	"06"	"2006"	"2006"	"September"	"9"	49649
	"California"	"06"	"2006"	"2006"	"October"	"10"	49170
	"California"	"06"	"2006"	"2006"	"November"	"11"	47395
	"California"	"06"	"2006"	"2006"	"December"	"12"	47472
	"Colorado"	"08"	"2003"	"2003"	"January"	"1"	5532
	"Colorado"	"08"	"2003"	"2003"	"February"	"2"	5300
	"Colorado"	"08"	"2003"	"2003"	"March"	"3"	5845
	"Colorado"	"08"	"2003"	"2003"	"April"	"4"	5903
	"Colorado"	"08"	"2003"	"2003"	"May"	"5"	6218
	"Colorado"	"08"	"2003"	"2003"	"June"	"6"	5809
	"Colorado"	"08"	"2003"	"2003"	"July"	"7"	6148
	"Colorado"	"08"	"2003"	"2003"	"August"	"8"	6059
	"Colorado"	"08"	"2003"	"2003"	"September"	"9"	5852
	"Colorado"	"08"	"2003"	"2003"	"October"	"10"	5875
	"Colorado"	"08"	"2003"	"2003"	"November"	"11"	5198
	"Colorado"	"08"	"2003"	"2003"	"December"	"12"	5600
	"Colorado"	"08"	"2004"	"2004"	"January"	"1"	5501
	"Colorado"	"08"	"2004"	"2004"	"February"	"2"	5222
	"Colorado"	"08"	"2004"	"2004"	"March"	"3"	5787
	"Colorado"	"08"	"2004"	"2004"	"April"	"4"	5636
	"Colorado"	"08"	"2004"	"2004"	"May"	"5"	5788
	"Colorado"	"08"	"2004"	"2004"	"June"	"6"	5818
	"Colorado"	"08"	"2004"	"2004"	"July"	"7"	6101
	"Colorado"	"08"	"2004"	"2004"	"August"	"8"	5718
	"Colorado"	"08"	"2004"	"2004"	"September"	"9"	5927
	"Colorado"	"08"	"2004"	"2004"	"October"	"10"	5723
	"Colorado"	"08"	"2004"	"2004"	"November"	"11"	5542
	"Colorado"	"08"	"2004"	"2004"	"December"	"12"	5740
	"Colorado"	"08"	"2005"	"2005"	"January"	"1"	5478
	"Colorado"	"08"	"2005"	"2005"	"February"	"2"	5285
	"Colorado"	"08"	"2005"	"2005"	"March"	"3"	6087
	"Colorado"	"08"	"2005"	"2005"	"April"	"4"	5684
	"Colorado"	"08"	"2005"	"2005"	"May"	"5"	5844
	"Colorado"	"08"	"2005"	"2005"	"June"	"6"	5922
	"Colorado"	"08"	"2005"	"2005"	"July"	"7"	5956
	"Colorado"	"08"	"2005"	"2005"	"August"	"8"	5986
	"Colorado"	"08"	"2005"	"2005"	"September"	"9"	5993
	"Colorado"	"08"	"2005"	"2005"	"October"	"10"	5607
	"Colorado"	"08"	"2005"	"2005"	"November"	"11"	5460
	"Colorado"	"08"	"2005"	"2005"	"December"	"12"	5642
	"Colorado"	"08"	"2006"	"2006"	"January"	"1"	5452
	"Colorado"	"08"	"2006"	"2006"	"February"	"2"	5266
	"Colorado"	"08"	"2006"	"2006"	"March"	"3"	5951
	"Colorado"	"08"	"2006"	"2006"	"April"	"4"	5779
	"Colorado"	"08"	"2006"	"2006"	"May"	"5"	6222
	"Colorado"	"08"	"2006"	"2006"	"June"	"6"	6253
	"Colorado"	"08"	"2006"	"2006"	"July"	"7"	6120
	"Colorado"	"08"	"2006"	"2006"	"August"	"8"	6359
	"Colorado"	"08"	"2006"	"2006"	"September"	"9"	6100
	"Colorado"	"08"	"2006"	"2006"	"October"	"10"	5860
	"Colorado"	"08"	"2006"	"2006"	"November"	"11"	5640
	"Colorado"	"08"	"2006"	"2006"	"December"	"12"	5749
	"Connecticut"	"09"	"2003"	"2003"	"January"	"1"	3413
	"Connecticut"	"09"	"2003"	"2003"	"February"	"2"	3141
	"Connecticut"	"09"	"2003"	"2003"	"March"	"3"	3569
	"Connecticut"	"09"	"2003"	"2003"	"April"	"4"	3634
	"Connecticut"	"09"	"2003"	"2003"	"May"	"5"	3817
	"Connecticut"	"09"	"2003"	"2003"	"June"	"6"	3649
	"Connecticut"	"09"	"2003"	"2003"	"July"	"7"	3754
	"Connecticut"	"09"	"2003"	"2003"	"August"	"8"	3778
	"Connecticut"	"09"	"2003"	"2003"	"September"	"9"	3780
	"Connecticut"	"09"	"2003"	"2003"	"October"	"10"	3658
	"Connecticut"	"09"	"2003"	"2003"	"November"	"11"	3253
	"Connecticut"	"09"	"2003"	"2003"	"December"	"12"	3427
	"Connecticut"	"09"	"2004"	"2004"	"January"	"1"	3400
	"Connecticut"	"09"	"2004"	"2004"	"February"	"2"	3211
	"Connecticut"	"09"	"2004"	"2004"	"March"	"3"	3542
	"Connecticut"	"09"	"2004"	"2004"	"April"	"4"	3526
	"Connecticut"	"09"	"2004"	"2004"	"May"	"5"	3599
	"Connecticut"	"09"	"2004"	"2004"	"June"	"6"	3719
	"Connecticut"	"09"	"2004"	"2004"	"July"	"7"	3713
	"Connecticut"	"09"	"2004"	"2004"	"August"	"8"	3648
	"Connecticut"	"09"	"2004"	"2004"	"September"	"9"	3584
	"Connecticut"	"09"	"2004"	"2004"	"October"	"10"	3522
	"Connecticut"	"09"	"2004"	"2004"	"November"	"11"	3308
	"Connecticut"	"09"	"2004"	"2004"	"December"	"12"	3323
	"Connecticut"	"09"	"2005"	"2005"	"January"	"1"	3214
	"Connecticut"	"09"	"2005"	"2005"	"February"	"2"	3120
	"Connecticut"	"09"	"2005"	"2005"	"March"	"3"	3637
	"Connecticut"	"09"	"2005"	"2005"	"April"	"4"	3540
	"Connecticut"	"09"	"2005"	"2005"	"May"	"5"	3578
	"Connecticut"	"09"	"2005"	"2005"	"June"	"6"	3678
	"Connecticut"	"09"	"2005"	"2005"	"July"	"7"	3597
	"Connecticut"	"09"	"2005"	"2005"	"August"	"8"	3681
	"Connecticut"	"09"	"2005"	"2005"	"September"	"9"	3609
	"Connecticut"	"09"	"2005"	"2005"	"October"	"10"	3378
	"Connecticut"	"09"	"2005"	"2005"	"November"	"11"	3211
	"Connecticut"	"09"	"2005"	"2005"	"December"	"12"	3475
	"Connecticut"	"09"	"2006"	"2006"	"January"	"1"	3287
	"Connecticut"	"09"	"2006"	"2006"	"February"	"2"	3189
	"Connecticut"	"09"	"2006"	"2006"	"March"	"3"	3497
	"Connecticut"	"09"	"2006"	"2006"	"April"	"4"	3342
	"Connecticut"	"09"	"2006"	"2006"	"May"	"5"	3578
	"Connecticut"	"09"	"2006"	"2006"	"June"	"6"	3635
	"Connecticut"	"09"	"2006"	"2006"	"July"	"7"	3562
	"Connecticut"	"09"	"2006"	"2006"	"August"	"8"	3736
	"Connecticut"	"09"	"2006"	"2006"	"September"	"9"	3633
	"Connecticut"	"09"	"2006"	"2006"	"October"	"10"	3517
	"Connecticut"	"09"	"2006"	"2006"	"November"	"11"	3433
	"Connecticut"	"09"	"2006"	"2006"	"December"	"12"	3411
	"Delaware"	"10"	"2003"	"2003"	"January"	"1"	973
	"Delaware"	"10"	"2003"	"2003"	"February"	"2"	855
	"Delaware"	"10"	"2003"	"2003"	"March"	"3"	923
	"Delaware"	"10"	"2003"	"2003"	"April"	"4"	929
	"Delaware"	"10"	"2003"	"2003"	"May"	"5"	982
	"Delaware"	"10"	"2003"	"2003"	"June"	"6"	961
	"Delaware"	"10"	"2003"	"2003"	"July"	"7"	1004
	"Delaware"	"10"	"2003"	"2003"	"August"	"8"	940
	"Delaware"	"10"	"2003"	"2003"	"September"	"9"	974
	"Delaware"	"10"	"2003"	"2003"	"October"	"10"	953
	"Delaware"	"10"	"2003"	"2003"	"November"	"11"	909
	"Delaware"	"10"	"2003"	"2003"	"December"	"12"	926
	"Delaware"	"10"	"2004"	"2004"	"January"	"1"	901
	"Delaware"	"10"	"2004"	"2004"	"February"	"2"	933
	"Delaware"	"10"	"2004"	"2004"	"March"	"3"	983
	"Delaware"	"10"	"2004"	"2004"	"April"	"4"	917
	"Delaware"	"10"	"2004"	"2004"	"May"	"5"	938
	"Delaware"	"10"	"2004"	"2004"	"June"	"6"	911
	"Delaware"	"10"	"2004"	"2004"	"July"	"7"	1015
	"Delaware"	"10"	"2004"	"2004"	"August"	"8"	958
	"Delaware"	"10"	"2004"	"2004"	"September"	"9"	986
	"Delaware"	"10"	"2004"	"2004"	"October"	"10"	979
	"Delaware"	"10"	"2004"	"2004"	"November"	"11"	900
	"Delaware"	"10"	"2004"	"2004"	"December"	"12"	948
	"Delaware"	"10"	"2005"	"2005"	"January"	"1"	941
	"Delaware"	"10"	"2005"	"2005"	"February"	"2"	890
	"Delaware"	"10"	"2005"	"2005"	"March"	"3"	957
	"Delaware"	"10"	"2005"	"2005"	"April"	"4"	928
	"Delaware"	"10"	"2005"	"2005"	"May"	"5"	955
	"Delaware"	"10"	"2005"	"2005"	"June"	"6"	1009
	"Delaware"	"10"	"2005"	"2005"	"July"	"7"	992
	"Delaware"	"10"	"2005"	"2005"	"August"	"8"	1070
	"Delaware"	"10"	"2005"	"2005"	"September"	"9"	1038
	"Delaware"	"10"	"2005"	"2005"	"October"	"10"	950
	"Delaware"	"10"	"2005"	"2005"	"November"	"11"	950
	"Delaware"	"10"	"2005"	"2005"	"December"	"12"	963
	"Delaware"	"10"	"2006"	"2006"	"January"	"1"	938
	"Delaware"	"10"	"2006"	"2006"	"February"	"2"	941
	"Delaware"	"10"	"2006"	"2006"	"March"	"3"	1038
	"Delaware"	"10"	"2006"	"2006"	"April"	"4"	909
	"Delaware"	"10"	"2006"	"2006"	"May"	"5"	993
	"Delaware"	"10"	"2006"	"2006"	"June"	"6"	1082
	"Delaware"	"10"	"2006"	"2006"	"July"	"7"	1028
	"Delaware"	"10"	"2006"	"2006"	"August"	"8"	1085
	"Delaware"	"10"	"2006"	"2006"	"September"	"9"	1024
	"Delaware"	"10"	"2006"	"2006"	"October"	"10"	1018
	"Delaware"	"10"	"2006"	"2006"	"November"	"11"	962
	"Delaware"	"10"	"2006"	"2006"	"December"	"12"	971
	"District of Columbia"	"11"	"2003"	"2003"	"January"	"1"	629
	"District of Columbia"	"11"	"2003"	"2003"	"February"	"2"	573
	"District of Columbia"	"11"	"2003"	"2003"	"March"	"3"	609
	"District of Columbia"	"11"	"2003"	"2003"	"April"	"4"	590
	"District of Columbia"	"11"	"2003"	"2003"	"May"	"5"	622
	"District of Columbia"	"11"	"2003"	"2003"	"June"	"6"	682
	"District of Columbia"	"11"	"2003"	"2003"	"July"	"7"	668
	"District of Columbia"	"11"	"2003"	"2003"	"August"	"8"	672
	"District of Columbia"	"11"	"2003"	"2003"	"September"	"9"	665
	"District of Columbia"	"11"	"2003"	"2003"	"October"	"10"	650
	"District of Columbia"	"11"	"2003"	"2003"	"November"	"11"	611
	"District of Columbia"	"11"	"2003"	"2003"	"December"	"12"	648
	"District of Columbia"	"11"	"2004"	"2004"	"January"	"1"	639
	"District of Columbia"	"11"	"2004"	"2004"	"February"	"2"	613
	"District of Columbia"	"11"	"2004"	"2004"	"March"	"3"	684
	"District of Columbia"	"11"	"2004"	"2004"	"April"	"4"	602
	"District of Columbia"	"11"	"2004"	"2004"	"May"	"5"	648
	"District of Columbia"	"11"	"2004"	"2004"	"June"	"6"	682
	"District of Columbia"	"11"	"2004"	"2004"	"July"	"7"	694
	"District of Columbia"	"11"	"2004"	"2004"	"August"	"8"	639
	"District of Columbia"	"11"	"2004"	"2004"	"September"	"9"	665
	"District of Columbia"	"11"	"2004"	"2004"	"October"	"10"	680
	"District of Columbia"	"11"	"2004"	"2004"	"November"	"11"	687
	"District of Columbia"	"11"	"2004"	"2004"	"December"	"12"	700
	"District of Columbia"	"11"	"2005"	"2005"	"January"	"1"	686
	"District of Columbia"	"11"	"2005"	"2005"	"February"	"2"	624
	"District of Columbia"	"11"	"2005"	"2005"	"March"	"3"	657
	"District of Columbia"	"11"	"2005"	"2005"	"April"	"4"	614
	"District of Columbia"	"11"	"2005"	"2005"	"May"	"5"	626
	"District of Columbia"	"11"	"2005"	"2005"	"June"	"6"	642
	"District of Columbia"	"11"	"2005"	"2005"	"July"	"7"	689
	"District of Columbia"	"11"	"2005"	"2005"	"August"	"8"	726
	"District of Columbia"	"11"	"2005"	"2005"	"September"	"9"	711
	"District of Columbia"	"11"	"2005"	"2005"	"October"	"10"	651
	"District of Columbia"	"11"	"2005"	"2005"	"November"	"11"	649
	"District of Columbia"	"11"	"2005"	"2005"	"December"	"12"	696
	"District of Columbia"	"11"	"2006"	"2006"	"January"	"1"	701
	"District of Columbia"	"11"	"2006"	"2006"	"February"	"2"	641
	"District of Columbia"	"11"	"2006"	"2006"	"March"	"3"	713
	"District of Columbia"	"11"	"2006"	"2006"	"April"	"4"	660
	"District of Columbia"	"11"	"2006"	"2006"	"May"	"5"	681
